Business_ID,Business_Age_Years,Industry,Region,Annual_Revenue_AUD,Annual_Profit_AUD,Total_Assets_AUD,Total_Liabilities_AUD,Owner_Credit_Score,Loan_Amount_AUD,Loan_Term_Months,Previous_Loans,Previous_Defaults,Industry_Growth_Rate,Debt_to_Asset_Ratio,Profit_Margin,Loan_to_Revenue_Ratio,Net_Worth,Revenue_per_Year_in_Business,Interest_Coverage_Ratio,Risk_Score,Defaulted,Business_Age_Category,Credit_Score_Category,Loan_Size_Category,Leverage_Category
BIZ1459,1,Professional Services,SA,132701,3818,105720,47304,538,71018,48,3,1,4.56,0.447,0.029,0.535,58416,66350.5,0.672,0.549,1,Startup,Fair,Medium,Low
BIZ1460,1,Manufacturing,NT,106577,9004,54492,41864,543,38369,48,1,0,3.48,0.768,0.084,0.36,12628,53288.5,2.932,0.432,0,Startup,Fair,Small,Medium
BIZ1461,7,Construction,NSW,206234,56890,258692,39198,702,83693,48,2,0,0.43,0.152,0.276,0.406,219494,25779.25,8.496,0.184,0,Established,Good,Medium,Low
BIZ1462,9,Construction,QLD,66104,5678,98082,51513,457,34922,12,3,0,3.74,0.525,0.086,0.528,46569,6610.4,2.032,0.47,0,Mature,Poor,Small,Medium
BIZ1463,6,Healthcare,QLD,30741,3521,20996,50938,724,14655,24,1,0,-0.14,2.426,0.115,0.477,-29942,4391.57,3.001,0.392,0,Established,Good,Small,High
BIZ1464,20,IT,NSW,160037,9823,87810,40009,706,63462,12,3,1,5.82,0.456,0.061,0.397,47801,7620.81,1.934,0.291,0,Mature,Good,Medium,Low
BIZ1465,3,IT,SA,30000,3957,62488,39098,662,17707,12,1,0,4.08,0.626,0.132,0.59,23390,7500.0,2.791,0.238,0,Established,Good,Small,Medium
BIZ1466,3,Hospitality,NT,59156,4106,33726,29996,379,25266,36,6,3,3.59,0.889,0.069,0.427,3730,14789.0,2.03,0.97,1,Established,Poor,Small,Medium
BIZ1467,13,Transport,WA,48231,2131,19284,11863,467,28288,36,3,1,1.11,0.615,0.044,0.586,7421,3445.07,0.941,0.646,1,Mature,Poor,Small,Medium
BIZ1468,2,Agriculture,NSW,48004,9762,23847,41350,622,5000,24,1,0,4.83,1.734,0.203,0.104,-17503,16001.33,24.344,0.6,1,Startup,Good,Small,High
BIZ1469,20,Manufacturing,SA,58435,1252,34292,12013,811,7387,12,1,0,6.11,0.35,0.021,0.126,22279,2782.62,2.115,0.147,0,Mature,Excellent,Small,Low
BIZ1470,1,Retail,NSW,231459,59170,113022,90763,339,69044,36,1,1,7.32,0.803,0.256,0.298,22259,115729.5,10.71,0.82,1,Startup,Poor,Medium,Medium
BIZ1471,22,Agriculture,NSW,175323,18624,238379,389625,527,45879,24,2,0,0.86,1.634,0.106,0.262,-151246,7622.74,5.073,0.672,1,Mature,Fair,Small,High
BIZ1472,1,Agriculture,VIC,82767,13311,18124,9931,849,39769,48,1,0,4.96,0.548,0.161,0.48,8193,41383.5,4.183,0.104,0,Startup,Excellent,Small,Medium
BIZ1473,14,Education,SA,218280,25729,105239,40358,400,30196,12,2,1,6.69,0.383,0.118,0.138,64881,14552.0,10.646,0.511,0,Mature,Poor,Small,Low
BIZ1474,5,Healthcare,WA,46929,984,37342,24000,820,27540,48,3,1,1.77,0.643,0.021,0.587,13342,7821.5,0.446,0.31,1,Established,Excellent,Small,Medium
BIZ1475,25,Construction,ACT,42667,3887,39629,16867,727,9526,60,5,0,6.72,0.426,0.091,0.223,22762,1641.04,5.094,0.204,1,Mature,Good,Small,Low
BIZ1476,1,Hospitality,VIC,180686,4675,408242,139799,657,51659,48,2,0,2.98,0.342,0.026,0.286,268443,90343.0,1.131,0.314,0,Startup,Good,Medium,Low
BIZ1477,5,IT,NSW,148115,14510,306473,500936,510,29787,48,0,0,-0.56,1.635,0.098,0.201,-194463,24685.83,6.087,0.614,0,Established,Fair,Small,High
BIZ1478,21,Healthcare,ACT,71525,6011,22412,11338,618,26367,60,0,0,0.37,0.506,0.084,0.369,11074,3251.14,2.848,0.275,0,Mature,Fair,Small,Medium
BIZ1479,5,Education,TAS,44586,1078,15000,28141,570,5000,24,1,0,-1.83,1.876,0.024,0.112,-13141,7431.0,2.688,0.567,0,Established,Fair,Small,High
BIZ1480,6,Retail,ACT,274254,75302,227929,392245,765,36290,60,1,0,2.38,1.721,0.275,0.132,-164316,39179.14,25.929,0.445,1,Established,Excellent,Small,High
BIZ1481,8,Hospitality,NSW,30000,5897,16400,13377,669,13805,48,2,0,2.02,0.816,0.197,0.46,3023,3333.33,5.335,0.3,0,Established,Good,Small,Medium
BIZ1482,4,Education,NSW,64932,3895,26000,12683,702,9907,48,0,0,3.07,0.488,0.06,0.153,13317,12986.4,4.908,0.172,0,Established,Good,Small,Low
BIZ1483,6,Construction,NT,115844,7422,95766,50996,758,20797,36,1,0,6.59,0.533,0.064,0.18,44770,16549.14,4.458,0.178,0,Established,Excellent,Small,Medium
BIZ1484,6,Construction,SA,348542,22368,327725,131549,611,169440,36,2,2,2.45,0.401,0.064,0.486,196176,49791.71,1.65,0.606,1,Established,Fair,Medium,Low
BIZ1485,14,Construction,SA,129077,9879,63881,125233,647,13077,36,1,1,1.7,1.96,0.077,0.101,-61352,8605.13,9.434,0.915,1,Mature,Good,Small,High
BIZ1486,1,Healthcare,VIC,138166,5332,77789,19248,706,40152,36,2,0,1.9,0.247,0.039,0.291,58541,69083.0,1.659,0.186,0,Startup,Good,Small,Low
BIZ1487,2,Healthcare,WA,66265,5574,34344,4338,754,5000,48,2,0,-3.06,0.126,0.084,0.075,30006,22088.33,13.9,0.113,0,Startup,Excellent,Small,Low
BIZ1488,19,IT,VIC,146963,10084,93999,61965,504,35380,12,2,0,4.55,0.659,0.069,0.241,32034,7348.15,3.561,0.432,0,Mature,Fair,Small,Medium
BIZ1489,14,IT,QLD,106267,13966,120400,40224,622,46166,36,4,0,2.05,0.334,0.131,0.434,80176,7084.47,3.78,0.223,0,Mature,Good,Small,Low
BIZ1490,4,Retail,NSW,32470,7836,15000,3185,777,5000,36,3,0,2.74,0.212,0.241,0.154,11815,6494.0,19.541,0.117,0,Established,Excellent,Small,Low
BIZ1491,6,Hospitality,ACT,171966,45506,95859,79586,687,92618,24,0,0,1.9,0.83,0.265,0.539,16273,24566.57,6.141,0.309,1,Established,Good,Medium,Medium
BIZ1492,2,Professional Services,TAS,194711,18419,125454,27806,421,107134,24,3,1,2.88,0.222,0.095,0.55,97648,64903.67,2.149,0.528,0,Startup,Poor,Medium,Low
BIZ1493,2,Professional Services,NSW,173226,35090,141252,39535,631,18664,24,0,0,-1.44,0.28,0.203,0.108,101717,57742.0,23.485,0.301,0,Startup,Good,Small,Low
BIZ1494,4,Education,NSW,101045,30223,97627,30997,501,60111,36,5,0,2.5,0.318,0.299,0.595,66630,20209.0,6.284,0.357,0,Established,Fair,Medium,Low
BIZ1495,3,Construction,VIC,50547,2870,140929,106255,649,10798,36,3,0,0.69,0.754,0.057,0.214,34674,12636.75,3.319,0.517,0,Established,Good,Small,Medium
BIZ1496,6,Hospitality,TAS,30000,673,34621,29168,791,5000,12,1,0,2.6,0.842,0.022,0.167,5453,4285.71,1.678,0.274,0,Established,Excellent,Small,Medium
BIZ1497,1,Agriculture,TAS,110187,5283,128990,89808,685,5816,60,3,0,-0.54,0.696,0.048,0.053,39182,55093.5,11.33,0.284,0,Startup,Good,Small,Medium
BIZ1498,22,Healthcare,TAS,210524,2405,146882,86171,725,57828,48,0,0,3.94,0.587,0.011,0.275,60711,9153.22,0.52,0.195,0,Mature,Good,Medium,Medium
BIZ1499,25,Transport,VIC,198168,47422,90124,22974,716,78552,48,3,0,2.56,0.255,0.239,0.396,67150,7621.85,7.545,0.145,0,Mature,Good,Medium,Low
BIZ1500,8,Manufacturing,NSW,174774,27759,104226,191268,393,40669,24,3,3,-1.39,1.835,0.159,0.233,-87042,19419.33,8.529,0.819,1,Established,Poor,Small,High
BIZ1501,5,Retail,VIC,93718,18481,50103,15304,590,47814,36,0,0,5.34,0.305,0.197,0.51,34799,15619.67,4.83,0.381,0,Established,Fair,Small,Low
BIZ1502,3,Construction,SA,211340,30545,218941,119199,803,93863,36,0,0,0.96,0.544,0.145,0.444,99742,52835.0,4.067,0.167,0,Established,Excellent,Medium,Medium
BIZ1503,11,Construction,SA,188511,3256,57304,94060,746,45730,60,1,0,1.42,1.641,0.017,0.243,-36756,15709.25,0.89,0.624,1,Mature,Good,Small,High
BIZ1504,7,Construction,VIC,73435,5861,85791,137617,315,33329,48,1,0,4.89,1.604,0.08,0.454,-51826,9179.38,2.197,0.929,1,Established,Poor,Small,High
BIZ1505,2,Healthcare,TAS,158517,37312,120967,51736,561,89921,36,1,0,5.72,0.428,0.235,0.567,69231,52839.0,5.186,0.254,0,Startup,Fair,Medium,Low
BIZ1506,15,Healthcare,NT,67834,8520,86234,11379,649,6864,48,0,0,1.1,0.132,0.126,0.101,74855,4239.62,15.488,0.261,0,Mature,Good,Small,Low
BIZ1507,11,Manufacturing,NSW,144064,16650,76394,58813,785,31457,24,2,0,2.83,0.77,0.116,0.218,17581,12005.33,6.614,0.16,0,Mature,Excellent,Small,Medium
BIZ1508,18,Agriculture,VIC,39760,1095,18954,2592,819,12120,12,3,0,4.55,0.137,0.028,0.305,16362,2092.63,1.128,0.154,0,Mature,Excellent,Small,Low
BIZ1509,8,Hospitality,VIC,41959,714,26915,38154,602,13590,36,2,0,6.29,1.418,0.017,0.324,-11239,4662.11,0.656,0.763,1,Established,Fair,Small,High
BIZ1510,6,Construction,VIC,207056,21060,130921,91603,812,72098,12,1,0,2.77,0.7,0.102,0.348,39318,29579.43,3.651,0.206,0,Established,Excellent,Medium,Medium
BIZ1511,4,Professional Services,NT,190287,35168,252735,160432,711,40977,24,3,0,3.92,0.635,0.185,0.215,92303,38057.4,10.725,0.224,0,Established,Good,Small,Medium
BIZ1512,17,IT,NT,153818,34195,203131,32735,706,64140,48,1,0,-0.24,0.161,0.222,0.417,170396,8545.44,6.663,0.129,0,Mature,Good,Medium,Low
BIZ1513,13,Professional Services,QLD,104985,10594,269570,142012,628,42497,24,5,0,-2.04,0.527,0.101,0.405,127558,7498.93,3.115,0.248,0,Mature,Good,Small,Medium
BIZ1514,1,Education,SA,30000,8023,18245,15659,332,11034,36,2,2,4.16,0.858,0.267,0.368,2586,15000.0,9.079,0.6,1,Startup,Poor,Small,Medium
BIZ1515,1,Professional Services,ACT,93675,2755,15000,35302,801,10544,60,2,0,0.08,2.353,0.029,0.113,-20302,46837.5,3.262,0.417,0,Startup,Excellent,Small,High
BIZ1516,3,Education,TAS,135662,27294,86878,19544,384,42371,36,4,1,-0.27,0.225,0.201,0.312,67334,33915.5,8.05,0.513,0,Established,Poor,Small,Low
BIZ1517,10,Transport,WA,67892,1543,63835,19517,539,16696,24,1,1,4.42,0.306,0.023,0.246,44318,6172.0,1.154,0.601,1,Mature,Fair,Small,Low
BIZ1518,25,IT,NT,59949,1545,75355,25281,788,19187,24,0,0,2.06,0.335,0.026,0.32,50074,2305.73,1.006,0.129,0,Mature,Excellent,Small,Low
BIZ1519,1,Professional Services,ACT,271330,33146,266533,110863,678,151138,24,2,0,3.18,0.416,0.122,0.557,155670,135665.0,2.741,0.194,0,Startup,Good,Medium,Low
BIZ1520,6,Transport,NT,94636,5818,57527,38369,752,29743,12,1,0,-1.35,0.667,0.061,0.314,19158,13519.43,2.444,0.208,0,Established,Excellent,Small,Medium
BIZ1521,3,Retail,TAS,135721,6942,310784,721959,708,7829,12,2,0,-0.23,2.323,0.051,0.058,-411175,33930.25,11.066,0.63,0,Established,Good,Small,High
BIZ1522,22,Hospitality,WA,169717,18473,74730,19781,515,49448,36,4,3,7.39,0.265,0.109,0.291,54949,7379.0,4.669,0.715,1,Mature,Fair,Small,Low
BIZ1523,12,Transport,QLD,48971,7023,34002,66193,789,24551,36,2,0,0.53,1.947,0.143,0.501,-32191,3767.0,3.574,0.398,0,Mature,Excellent,Small,High
BIZ1524,11,Hospitality,VIC,113011,15262,48401,12865,401,54136,48,1,0,1.89,0.266,0.135,0.479,35536,9417.58,3.523,0.53,0,Mature,Poor,Medium,Low
BIZ1525,4,Professional Services,QLD,248637,6176,205971,89981,807,82638,48,3,0,3.21,0.437,0.025,0.332,115990,49727.4,0.934,0.125,0,Established,Excellent,Medium,Low
BIZ1526,4,Agriculture,NT,352729,53182,749273,143860,529,66091,48,1,1,-0.71,0.192,0.151,0.187,605413,70545.8,10.057,0.495,0,Established,Fair,Medium,Low
BIZ1527,2,Transport,QLD,101514,24245,76373,7812,766,31042,36,3,0,6.56,0.102,0.239,0.306,68561,33838.0,9.759,0.089,0,Startup,Excellent,Small,Low
BIZ1528,1,IT,ACT,83569,17717,63104,155105,408,30087,24,4,1,2.52,2.458,0.212,0.36,-92001,41784.5,7.358,0.78,0,Startup,Poor,Small,High
BIZ1529,13,Professional Services,NSW,119171,6255,35268,6382,742,71494,48,4,0,1.79,0.181,0.052,0.6,28886,8512.21,1.093,0.156,0,Mature,Good,Medium,Low
BIZ1530,11,Construction,NT,117072,12084,80688,70024,842,47331,36,1,0,5.7,0.868,0.103,0.404,10664,9756.0,3.191,0.18,0,Mature,Excellent,Small,Medium
BIZ1531,25,Healthcare,NT,260597,47801,425501,368472,625,112537,12,4,0,5.24,0.866,0.183,0.432,57029,10022.96,5.309,0.366,0,Mature,Good,Medium,Medium
BIZ1532,25,Transport,ACT,49144,2442,34626,64050,683,15740,48,0,0,8.4,1.85,0.05,0.32,-29424,1890.15,1.938,0.515,1,Mature,Good,Small,High
BIZ1533,5,IT,SA,81152,16689,54907,7827,787,19879,36,0,0,1.19,0.143,0.206,0.245,47080,13525.33,10.488,0.121,0,Established,Excellent,Small,Low
BIZ1534,9,Retail,WA,45161,2580,71784,21396,663,22450,24,0,0,9.08,0.298,0.057,0.497,50388,4516.1,1.436,0.202,0,Mature,Good,Small,Low
BIZ1535,18,Construction,VIC,48607,1514,32971,11331,776,15661,48,1,0,4.44,0.344,0.031,0.322,21640,2558.26,1.207,0.143,0,Mature,Excellent,Small,Low
BIZ1536,12,Retail,ACT,128489,2583,228394,191142,726,76718,60,4,0,7.57,0.837,0.02,0.597,37252,9883.77,0.421,0.373,1,Mature,Good,Medium,Medium
BIZ1537,2,Professional Services,WA,174015,24108,65914,25490,606,52450,36,1,1,5.46,0.387,0.139,0.301,40424,58005.0,5.744,0.385,0,Startup,Fair,Medium,Low
BIZ1538,4,Healthcare,TAS,62656,1478,77043,113831,481,5476,36,2,0,0.57,1.477,0.024,0.087,-36788,12531.2,3.366,0.695,1,Established,Poor,Small,High
BIZ1539,1,Transport,WA,169475,14508,372599,200970,528,72097,36,1,0,-0.0,0.539,0.086,0.425,171629,84737.5,2.515,0.405,1,Startup,Fair,Medium,Medium
BIZ1540,19,Transport,TAS,214938,74095,322164,287295,407,16260,48,4,1,-2.91,0.892,0.345,0.076,34869,10746.9,56.917,0.63,1,Mature,Poor,Small,Medium
BIZ1541,6,Agriculture,ACT,382427,17309,102122,63153,675,71810,12,1,0,-3.53,0.618,0.045,0.188,38969,54632.43,3.012,0.275,0,Established,Good,Medium,Medium
BIZ1542,2,Agriculture,NT,103654,26591,57862,10756,605,25349,36,2,0,0.66,0.186,0.257,0.245,47106,34551.33,13.106,0.316,0,Startup,Fair,Small,Low
BIZ1543,7,Professional Services,NT,63080,9175,44666,22406,487,28809,60,2,1,6.3,0.502,0.145,0.457,22260,7885.0,3.979,0.415,1,Established,Poor,Small,Medium
BIZ1544,6,Professional Services,SA,48936,4518,73441,137723,391,15749,24,2,2,1.01,1.875,0.092,0.322,-64282,6990.86,3.583,0.838,1,Established,Poor,Small,High
BIZ1545,3,Healthcare,ACT,45649,2525,16810,33982,789,5000,60,2,0,0.47,2.021,0.055,0.11,-17172,11412.25,6.297,0.419,0,Established,Excellent,Small,High
BIZ1546,1,Agriculture,TAS,236770,23870,105185,235709,723,92166,60,2,0,4.6,2.241,0.101,0.389,-130524,118385.0,3.237,0.521,0,Startup,Good,Medium,High
BIZ1547,7,IT,WA,34181,256,15000,26815,504,9443,24,1,0,-0.08,1.788,0.007,0.276,-11815,4272.62,0.338,0.651,1,Established,Fair,Small,High
BIZ1548,5,IT,WA,231520,7217,115490,28711,801,128958,48,2,0,8.02,0.249,0.031,0.557,86779,38586.67,0.699,0.113,0,Established,Excellent,Medium,Low
BIZ1549,9,Healthcare,TAS,53749,2454,20766,3811,412,17455,24,3,2,1.71,0.184,0.046,0.325,16955,5374.9,1.756,0.58,1,Mature,Poor,Small,Low
BIZ1550,5,IT,QLD,61105,11444,130495,53510,762,26882,48,0,0,5.29,0.41,0.187,0.44,76985,10184.17,5.319,0.085,0,Established,Excellent,Small,Low
BIZ1551,12,Education,SA,88779,13801,49290,13467,641,15125,48,4,1,1.9,0.273,0.155,0.17,35823,6829.15,11.396,0.359,0,Mature,Good,Small,Low
BIZ1552,5,Hospitality,NSW,60321,10331,74756,13218,503,28262,24,4,1,2.57,0.177,0.171,0.469,61538,10053.5,4.567,0.669,0,Established,Fair,Small,Low
BIZ1553,5,Healthcare,NT,189545,2955,156868,128143,652,84636,48,4,0,5.88,0.817,0.016,0.447,28725,31590.83,0.436,0.268,0,Established,Good,Medium,Medium
BIZ1554,13,Healthcare,VIC,351280,18063,288288,192123,796,192236,48,1,0,3.19,0.666,0.051,0.547,96165,25091.43,1.174,0.169,0,Mature,Excellent,Medium,Medium
BIZ1555,4,Manufacturing,WA,62305,12374,35772,50826,733,5000,36,5,0,6.98,1.421,0.199,0.08,-15054,12461.0,30.858,0.4,1,Established,Good,Small,High
BIZ1556,1,Construction,VIC,72942,6818,94791,65760,837,21599,24,2,0,0.15,0.694,0.093,0.296,29031,36471.0,3.944,0.255,0,Startup,Excellent,Small,Medium
BIZ1557,1,Construction,NSW,88051,21212,79084,123957,552,37292,12,4,0,-1.4,1.567,0.241,0.424,-44873,44025.5,7.108,0.76,1,Startup,Fair,Small,High
BIZ1558,9,Education,ACT,144168,2628,125089,45616,532,14754,36,2,0,-2.75,0.365,0.018,0.102,79473,14416.8,2.225,0.418,0,Mature,Fair,Small,Low
BIZ1559,6,Agriculture,VIC,88659,3466,50843,11410,324,24455,60,1,0,6.26,0.224,0.039,0.276,39433,12665.57,1.771,0.496,1,Established,Poor,Small,Low
BIZ1560,8,Professional Services,NSW,260688,45512,164919,139160,517,148117,48,2,0,5.2,0.844,0.175,0.568,25759,28965.33,3.841,0.415,0,Established,Fair,Medium,Medium
BIZ1561,2,Professional Services,NT,220276,12158,256782,60548,531,63828,36,3,0,1.7,0.236,0.055,0.29,196234,73425.33,2.381,0.389,0,Startup,Fair,Medium,Low
BIZ1562,1,Retail,TAS,43052,3840,40465,15055,780,25485,36,3,0,3.4,0.372,0.089,0.592,25410,21526.0,1.883,0.146,0,Startup,Excellent,Small,Low
BIZ1563,1,Education,QLD,142155,16084,125336,15448,309,11551,24,1,1,5.71,0.123,0.113,0.081,109888,71077.5,17.387,0.548,1,Startup,Poor,Small,Low
BIZ1564,3,Healthcare,NT,286140,46115,149016,70282,742,127276,24,4,0,1.93,0.472,0.161,0.445,78734,71535.0,4.529,0.162,0,Established,Good,Medium,Low
BIZ1565,6,Education,WA,69818,3081,183526,132076,630,25801,36,1,0,-2.78,0.72,0.044,0.37,51450,9974.0,1.492,0.387,0,Established,Good,Small,Medium
BIZ1566,3,Education,NSW,80339,4066,49325,38904,776,26134,36,3,0,-2.74,0.789,0.051,0.325,10421,20084.75,1.944,0.2,0,Established,Excellent,Small,Medium
BIZ1567,4,Education,VIC,68211,14852,54841,49211,826,39832,36,6,0,-0.78,0.897,0.218,0.584,5630,13642.2,4.659,0.193,0,Established,Excellent,Small,Medium
BIZ1568,15,Construction,WA,69220,16772,50656,27993,803,8396,60,0,0,2.81,0.553,0.242,0.121,22663,4326.25,24.933,0.092,0,Mature,Excellent,Small,Medium
BIZ1569,3,Education,QLD,30702,3209,81219,15380,756,16665,36,3,0,-0.32,0.189,0.105,0.543,65839,7675.5,2.405,0.105,0,Established,Excellent,Small,Low
BIZ1570,5,Hospitality,TAS,38955,5879,26787,3544,786,16757,36,3,0,5.6,0.132,0.151,0.43,23243,6492.5,4.382,0.094,0,Established,Excellent,Small,Low
BIZ1571,10,Professional Services,ACT,104217,8858,67834,30523,838,20056,24,2,0,-1.32,0.45,0.085,0.192,37311,9474.27,5.517,0.045,0,Mature,Excellent,Small,Low
BIZ1572,4,Retail,WA,284793,14141,250322,111017,681,155473,60,0,0,0.42,0.443,0.05,0.546,139305,56958.6,1.137,0.248,0,Established,Good,Medium,Low
BIZ1573,6,Hospitality,ACT,64257,9404,34700,26767,477,18384,48,4,1,-2.96,0.771,0.146,0.286,7933,9179.57,6.39,0.769,1,Established,Poor,Small,Medium
BIZ1574,12,Retail,NSW,62948,4107,55106,48581,646,31337,48,5,0,1.16,0.882,0.065,0.498,6525,4842.15,1.638,0.524,1,Mature,Good,Small,Medium
BIZ1575,18,Manufacturing,QLD,324832,32409,1103530,777328,735,85710,36,0,0,2.52,0.704,0.1,0.264,326202,17096.42,4.726,0.171,0,Mature,Good,Medium,Medium
BIZ1576,1,Retail,VIC,45443,2340,44535,19648,507,23540,36,2,0,5.73,0.441,0.051,0.518,24887,22721.5,1.242,0.592,0,Startup,Fair,Small,Low
BIZ1577,16,Professional Services,QLD,30857,3987,29586,26246,566,12347,36,3,0,2.86,0.887,0.129,0.4,3340,1815.12,4.032,0.304,0,Mature,Fair,Small,Medium
BIZ1578,5,Professional Services,QLD,55272,2454,29415,24675,719,7051,24,0,0,4.72,0.839,0.044,0.128,4740,9212.0,4.343,0.269,0,Established,Good,Small,Medium
BIZ1579,2,Education,SA,62072,18269,141715,88416,793,25282,36,0,0,5.52,0.624,0.294,0.407,53299,20690.67,9.028,0.178,0,Startup,Excellent,Small,Medium
BIZ1580,4,Transport,QLD,30000,2778,78619,45480,320,5000,60,0,0,3.68,0.578,0.093,0.167,33139,6000.0,6.928,0.448,0,Established,Poor,Small,Medium
BIZ1581,24,Manufacturing,QLD,90252,12119,123249,88646,803,24959,24,1,0,-0.19,0.719,0.134,0.277,34603,3610.08,6.066,0.157,0,Mature,Excellent,Small,Medium
BIZ1582,5,Healthcare,NT,191743,24168,232399,158311,709,27546,12,2,0,3.71,0.681,0.126,0.144,74088,31957.17,10.962,0.217,0,Established,Good,Small,Medium
BIZ1583,3,IT,WA,40128,926,28537,24287,834,5000,48,2,1,6.96,0.851,0.023,0.125,4250,10032.0,2.309,0.33,0,Established,Excellent,Small,Medium
BIZ1584,7,Retail,VIC,104956,11533,108673,35945,790,17479,24,2,0,1.56,0.331,0.11,0.167,72728,13119.5,8.242,0.08,0,Established,Excellent,Small,Low
BIZ1585,2,Transport,NT,130242,11662,64605,38963,792,44934,36,2,0,4.16,0.603,0.09,0.345,25642,43414.0,3.243,0.188,0,Startup,Excellent,Small,Medium
BIZ1586,1,Education,NT,93118,12641,38791,6898,681,29318,36,1,0,4.09,0.178,0.136,0.315,31893,46559.0,5.387,0.191,0,Startup,Good,Small,Low
BIZ1587,1,Construction,WA,112418,7745,37705,9663,606,36628,36,2,1,1.39,0.256,0.069,0.326,28042,56209.0,2.642,0.568,1,Startup,Fair,Small,Low
BIZ1588,1,Healthcare,WA,113337,12713,118720,285412,724,21106,48,2,0,5.31,2.404,0.112,0.186,-166692,56668.5,7.525,0.459,0,Startup,Good,Small,High
BIZ1589,1,Agriculture,NSW,55887,634,20011,45215,756,23854,36,2,0,1.35,2.259,0.011,0.427,-25204,27943.5,0.332,0.457,0,Startup,Excellent,Small,High
BIZ1590,1,Transport,WA,281815,53574,170966,62803,823,123250,48,0,0,3.86,0.367,0.19,0.437,108163,140907.5,5.433,0.094,0,Startup,Excellent,Medium,Low
BIZ1591,7,Construction,SA,236435,42368,186594,105099,803,58371,48,2,0,1.78,0.563,0.179,0.247,81495,29554.38,9.071,0.102,0,Established,Excellent,Medium,Medium
BIZ1592,2,Manufacturing,SA,227052,40993,337765,94321,602,121391,48,2,0,2.63,0.279,0.181,0.535,243444,75684.0,4.221,0.288,1,Startup,Fair,Medium,Low
BIZ1593,3,Education,NT,200701,30803,116150,78867,651,81125,12,3,0,5.3,0.679,0.153,0.404,37283,50175.25,4.745,0.226,0,Established,Good,Medium,Medium
BIZ1594,14,Healthcare,ACT,32778,931,52337,65196,600,14493,24,1,0,-3.34,1.246,0.028,0.442,-12859,2185.2,0.802,0.473,0,Mature,Fair,Small,High
BIZ1595,4,Healthcare,NSW,188762,30310,271505,385246,439,38231,12,3,1,4.35,1.419,0.161,0.203,-113741,37752.4,9.907,0.755,1,Established,Poor,Small,High
BIZ1596,7,Healthcare,ACT,156204,18028,67247,41021,519,7862,36,2,1,4.62,0.61,0.115,0.05,26226,19525.5,28.618,0.556,1,Established,Fair,Small,Medium
BIZ1597,2,Manufacturing,ACT,33672,5115,54074,20388,351,17710,48,2,0,0.78,0.377,0.152,0.526,33686,11224.0,3.608,0.399,0,Startup,Poor,Small,Low
BIZ1598,2,Retail,NT,84928,619,58653,29414,764,42662,36,3,0,2.41,0.501,0.007,0.502,29239,28309.33,0.181,0.234,0,Startup,Excellent,Small,Medium
BIZ1599,1,Agriculture,TAS,119821,4381,72720,32831,607,14109,48,0,0,-0.43,0.451,0.037,0.118,39889,59910.5,3.878,0.368,1,Startup,Fair,Small,Low
BIZ1600,2,Manufacturing,NT,316482,16398,219127,525280,577,80942,36,1,0,0.1,2.397,0.052,0.256,-306153,105494.0,2.532,0.629,1,Startup,Fair,Medium,High
BIZ1601,2,IT,VIC,163948,28987,133947,220630,823,67831,36,1,0,3.31,1.647,0.177,0.414,-86683,54649.33,5.341,0.333,0,Startup,Excellent,Medium,High
BIZ1602,2,Agriculture,VIC,53895,14417,34398,25306,539,22024,48,1,0,10.38,0.736,0.267,0.409,9092,17965.0,8.178,0.546,1,Startup,Fair,Small,Medium
BIZ1603,1,Professional Services,WA,323440,34737,160003,18418,458,169221,36,2,1,4.49,0.115,0.107,0.523,141585,161720.0,2.566,0.497,0,Startup,Poor,Medium,Low
BIZ1604,1,Education,WA,101787,6214,53097,6223,538,12941,48,2,0,-0.04,0.117,0.061,0.127,46874,50893.5,5.996,0.41,1,Startup,Fair,Small,Low
BIZ1605,4,Manufacturing,TAS,82529,3044,73443,32904,433,23641,24,6,3,4.83,0.448,0.037,0.286,40539,16505.8,1.609,0.58,1,Established,Poor,Small,Low
BIZ1606,2,Construction,WA,78512,3604,58379,71926,470,8123,60,1,1,4.24,1.232,0.046,0.103,-13547,26170.67,5.537,0.95,1,Startup,Poor,Small,High
BIZ1607,3,Agriculture,VIC,31682,1367,35592,19225,487,8372,36,3,1,-2.68,0.54,0.043,0.264,16367,7920.5,2.038,0.562,1,Established,Poor,Small,Medium
BIZ1608,5,IT,ACT,91414,7392,77232,26711,681,5330,48,2,1,1.55,0.346,0.081,0.058,50521,15235.67,17.295,0.24,0,Established,Good,Small,Low
BIZ1609,8,Professional Services,NT,139837,7270,119903,105994,615,76078,12,2,1,2.07,0.884,0.052,0.544,13909,15537.44,1.194,0.478,1,Established,Fair,Medium,Medium
BIZ1610,1,Retail,QLD,75375,5618,88072,118312,568,25618,36,1,0,2.85,1.343,0.075,0.34,-30240,37687.5,2.74,0.786,1,Startup,Fair,Small,High
BIZ1611,10,Construction,SA,132497,7014,254146,113899,822,68552,60,1,0,2.41,0.448,0.053,0.517,140247,12045.18,1.279,0.129,0,Mature,Excellent,Medium,Low
BIZ1612,6,Agriculture,QLD,53902,606,105909,256543,661,5000,48,1,0,2.94,2.422,0.011,0.093,-150634,7700.29,1.511,0.543,0,Established,Good,Small,High
